"Escola de Futsal Grèvol Cadet ""A""";5 - 0;C.E. Maristes De Rubí Cadet;02/12/2017;13:15;7;"Cadet ""B""";08. Cadet
"Futbol Sala Corbera Cadet ""B""";1 - 6;Neurofutbol F.S.;02/12/2017;14:00;7;"Cadet ""B""";08. Cadet
Futsal Dante Cadet;10 - 1;C.E.F.S. Granollers Cadet;03/12/2017;15:00;7;"Cadet ""B""";08. Cadet
E.P. Badalona Centre Cadet;5 - 5;Futsal Dante Cadet;16/12/2017;10:00;8;"Cadet ""B""";08. Cadet
Neurofutbol F.S.;1 - 4;"Escola de Futsal Grèvol Cadet ""B""";16/12/2017;14:00;8;"Cadet ""B""";08. Cadet
C.E.F.S. Granollers Cadet;3 - 5;"Escola de Futsal Grèvol Cadet ""A""";16/12/2017;16:00;8;"Cadet ""B""";08. Cadet
C.E. Maristes De Rubí Cadet;-;*RETIRAT* Betania F.S. Cadet;17/12/2017;12:15;8;"Cadet ""B""";08. Cadet
Athletic Torre Roja Cadet;5 - 7;"Futbol Sala Corbera Cadet ""B""";17/12/2017;16:00;8;"Cadet ""B""";08. Cadet
Montsant Sala 5 Cadet;0 - 3;Betània Patmos Barcelona Cadet;17/12/2017;16:30;8;"Cadet ""B""";08. Cadet
*RETIRAT* Betania F.S. Cadet;-;C.E.F.S. Granollers Cadet;13/01/2018;10:00;9;"Cadet ""B""";08. Cadet
E.P. Badalona Centre Cadet;9 - 6;Neurofutbol F.S.;13/01/2018;10:00;9;"Cadet ""B""";08. Cadet
Betània Patmos Barcelona Cadet;5 - 3;C.E. Maristes De Rubí Cadet;13/01/2018;10:00;9;"Cadet ""B""";08. Cadet
"Escola de Futsal Grèvol Cadet ""B""";12 - 1;Athletic Torre Roja Cadet;13/01/2018;10:45;9;"Cadet ""B""";08. Cadet
"Futbol Sala Corbera Cadet ""B""";2 - 4;Montsant Sala 5 Cadet;13/01/2018;14:00;9;"Cadet ""B""";08. Cadet
Futsal Dante Cadet;4 - 2;"Escola de Futsal Grèvol Cadet ""A""";14/01/2018;13:15;9;"Cadet ""B""";08. Cadet
"Escola de Futsal Grèvol Cadet ""A""";-;*RETIRAT* Betania F.S. Cadet;20/01/2018;10:45;10;"Cadet ""B""";08. Cadet
Futsal Dante Cadet;6 - 2;Neurofutbol F.S.;20/01/2018;15:00;10;"Cadet ""B""";08. Cadet
C.E.F.S. Granollers Cadet;4 - 4;Betània Patmos Barcelona Cadet;20/01/2018;16:00;10;"Cadet ""B""";08. Cadet
C.E. Maristes De Rubí Cadet;8 - 3;"Futbol Sala Corbera Cadet ""B""";20/01/2018;19:00;10;"Cadet ""B""";08. Cadet
Athletic Torre Roja Cadet;8 - 6;E.P. Badalona Centre Cadet;21/01/2018;17:00;10;"Cadet ""B""";08. Cadet
Montsant Sala 5 Cadet;3 - 5;"Escola de Futsal Grèvol Cadet ""B""";21/01/2018;18:45;10;"Cadet ""B""";08. Cadet
E.P. Badalona Centre Cadet;7 - 6;Montsant Sala 5 Cadet;27/01/2018;10:00;11;"Cadet ""B""";08. Cadet
Betània Patmos Barcelona Cadet;4 - 6;"Escola de Futsal Grèvol Cadet ""A""";27/01/2018;10:00;11;"Cadet ""B""";08. Cadet
*RETIRAT* Betania F.S. Cadet;-;Futsal Dante Cadet;27/01/2018;10:00;11;"Cadet ""B""";08. Cadet
"Escola de Futsal Grèvol Cadet ""B""";6 - 3;C.E. Maristes De Rubí Cadet;27/01/2018;11:10;11;"Cadet ""B""";08. Cadet
Neurofutbol F.S.;8 - 5;Athletic Torre Roja Cadet;27/01/2018;14:00;11;"Cadet ""B""";08. Cadet
"Futbol Sala Corbera Cadet ""B""";1 - 2;C.E.F.S. Granollers Cadet;27/01/2018;14:00;11;"Cadet ""B""";08. Cadet
Betània Patmos Barcelona Cadet;-;*RETIRAT* Betania F.S. Cadet;03/02/2018;10:00;12;"Cadet ""B""";08. Cadet
"Escola de Futsal Grèvol Cadet ""B""";-;C.E.F.S. Granollers Cadet;03/02/2018;10:00;12;"Cadet ""B""";08. Cadet
E.P. Badalona Centre Cadet;-;C.E. Maristes De Rubí Cadet;03/02/2018;10:00;12;"Cadet ""B""";08. Cadet
"Futbol Sala Corbera Cadet ""B""";-;"Escola de Futsal Grèvol Cadet ""A""";03/02/2018;14:00;12;"Cadet ""B""";08. Cadet
Neurofutbol F.S.;-;Montsant Sala 5 Cadet;03/02/2018;14:00;12;"Cadet ""B""";08. Cadet
Futsal Dante Cadet;-;Athletic Torre Roja Cadet;04/02/2018;13:45;12;"Cadet ""B""";08. Cadet
Montsant Sala 5 Cadet;-;Athletic Torre Roja Cadet;17/02/2018;00:00;13;"Cadet ""B""";08. Cadet
*RETIRAT* Betania F.S. Cadet;-;"Futbol Sala Corbera Cadet ""B""";17/02/2018;10:00;13;"Cadet ""B""";08. Cadet
"Escola de Futsal Grèvol Cadet ""A""";-;"Escola de Futsal Grèvol Cadet ""B""";17/02/2018;10:30;13;"Cadet ""B""";08. Cadet
C.E.F.S. Granollers Cadet;-;E.P. Badalona Centre Cadet;17/02/2018;16:00;13;"Cadet ""B""";08. Cadet
C.E. Maristes De Rubí Cadet;-;Neurofutbol F.S.;17/02/2018;16:00;13;"Cadet ""B""";08. Cadet
